Id_bien;Date;Valeur
747;2020-06-29;139000
748;2020-06-29;156000
749;2020-06-29;50000
750;2020-06-29;49000
751;2020-06-29;135000
752;2020-06-29;117300
753;2020-06-29;78500
754;2020-06-29;183000
755;2020-06-29;148250
756;2020-06-29;323500
757;2020-06-29;137000
758;2020-06-29;73750
759;2020-06-29;160000
760;2020-06-29;40000
761;2020-06-29;82500
762;2020-06-29;232000
763;2020-06-29;338000
764;2020-06-29;207000
765;2020-06-29;171000
766;2020-06-29;189000
767;2020-06-29;161000
768;2020-06-29;105000
769;2020-06-29;189000
770;2020-06-29;135000
771;2020-06-29;112000
772;2020-06-29;193000
773;2020-06-29;150000
774;2020-06-29;305060
775;2020-06-29;235125
776;2020-06-29;96000
777;2020-06-29;98700
778;2020-06-29;229900
779;2020-06-29;315450
780;2020-06-29;352000
781;2020-06-29;192300
782;2020-06-29;1100000
783;2020-06-29;517400
784;2020-06-29;1080000
785;2020-06-29;317000
786;2020-06-29;546500
787;2020-06-29;245000
788;2020-06-29;50000
789;2020-06-29;355000
790;2020-06-29;374000
791;2020-06-29;427660
792;2020-06-29;116000
793;2020-06-29;179850
794;2020-06-29;150000
795;2020-06-29;80000
796;2020-06-29;229000
797;2020-06-29;350000
798;2020-06-29;210000
799;2020-06-29;225000
800;2020-06-29;89620
801;2020-06-29;80000
802;2020-06-29;135000
803;2020-06-29;126000
804;2020-06-29;542850
805;2020-06-29;116266
806;2020-06-29;267000
807;2020-06-29;229500
808;2020-06-29;212500
809;2020-06-29;136500
810;2020-06-29;175000
811;2020-06-29;216000
812;2020-06-29;385000
813;2020-06-29;289000
814;2020-06-29;186000
815;2020-06-29;279000
816;2020-06-29;204000
817;2020-06-29;434000
818;2020-06-29;160000
819;2020-06-29;290000
820;2020-06-29;400000
821;2020-06-29;485000
822;2020-06-29;124000
823;2020-06-29;303800
824;2020-06-29;321000
825;2020-06-29;319000
826;2020-06-29;380000
827;2020-06-29;142450
828;2020-06-29;425000
829;2020-06-29;220000
830;2020-06-29;346750
831;2020-06-29;350000
832;2020-06-29;283000
833;2020-06-29;270845
834;2020-06-29;90000
835;2020-06-29;200000
836;2020-06-29;385000
837;2020-06-29;190600
838;2020-06-29;285000
839;2020-06-29;153000
840;2020-06-29;92000
841;2020-06-29;339000
842;2020-06-29;188000
843;2020-06-29;270000
844;2020-06-29;124000
845;2020-06-29;198000
846;2020-06-29;252000
847;2020-06-29;299000
848;2020-06-29;190000
849;2020-06-29;133000
850;2020-06-29;163900
851;2020-06-29;153500
852;2020-06-29;67000
853;2020-06-29;295000
854;2020-06-29;157000
855;2020-06-29;118000
856;2020-06-29;226000
857;2020-06-29;235000
858;2020-06-29;218000
859;2020-06-29;95500
860;2020-06-29;158000
861;2020-06-29;110000
862;2020-06-29;45000
863;2020-06-29;99000
864;2020-06-27;110000
865;2020-06-27;12500
866;2020-06-27;48000
867;2020-06-27;60000
868;2020-06-27;79000
869;2020-06-27;150000
870;2020-06-27;246000
871;2020-06-27;175000
872;2020-06-27;92000
873;2020-06-27;931800
874;2020-06-27;625000
875;2020-06-27;590000
876;2020-06-27;179670
877;2020-06-27;105000
878;2020-06-27;207500
879;2020-06-27;421150
880;2020-06-27;45000
881;2020-06-27;59500
882;2020-06-27;159000
883;2020-06-27;139000
884;2020-06-27;153000
885;2020-06-27;160000
886;2020-06-26;225000
887;2020-06-26;35000
888;2020-06-26;57500
889;2020-06-26;25000
890;2020-06-26;141500
891;2020-06-26;21000
892;2020-06-26;201942
893;2020-06-26;1190000
894;2020-06-26;107000
895;2020-06-26;78000
896;2020-06-26;112000
897;2020-06-26;401470
898;2020-06-26;169000
899;2020-06-26;137700
900;2020-06-26;132000
901;2020-06-26;233050
902;2020-06-26;450000
903;2020-06-26;480000
