Id_bien;Id_codedep_codecommune;No_voie;BTQ;Type_de_voie;Voie;Nombre_de_piece;Surface Carrez du 1er lot;Surface_local;Type_de_location
18355;75120;29;;RUE;D AVRON;2;28;30;2
18356;77083;6;;SQ;DES BOULEAUX;4;86,85;87;2
18357;77108;8;;RUE;RENE SALLE;1;30,1;31;2
18358;77284;58;;RUE;DU GENERAL LECLERC;1;26,66;35;2
18359;77470;2;B;BD;ISAAC PEREIRE;1;20,54;21;2
18360;78586;18;;RTE;DE CORMEILLES;3;50,26;52;2
18361;78640;17;;RUE;GRANGE DAME ROSE;3;71,14;70;2
18362;78640;7;;RUE;DES ECOLES;3;52,31;56;2
18363;87085;38;;RUE;VICTOR CHABOT;2;48,69;49;2
18364;91377;2;;RUE;DE MOSCOU;4;72,85;74;2
18365;91589;21;B;RUE;DES ROSSAYS;3;58,67;57;2
18366;92004;43;;RUE;GALLIENI;2;50,73;38;2
18367;92044;67;;RUE;CHAPTAL;1;8,72;10;2
18368;92051;128;;BD;MAURICE BARRES;4;116,92;126;2
18369;92063;14;;RUE;FRANCOIS JACOB;3;68,07;68;2
18370;93031;53;;BD;FOCH;5;81,02;82;2
18371;93032;81;;RUE;DU GAL LECLERC;2;29,75;25;2
18372;93033;2;;BD;DU BEL AIR;4;108,88;108;2
18373;93064;151;;RUE;DU GEN LECLERC;3;64,85;65;2
18374;93066;17;B;RUE;DEZOBRY;2;38,37;39;2
18375;93078;6;;AV;PABLO PICASSO;3;78,79;79;2
18376;94018;14;;RUE;DU PRESIDENT KENNEDY;2;40,39;40;2
18377;94019;2;;AV;MAURICE RAVEL;2;43,32;44;2
18378;94043;13;;RUE;GAMBETTA;2;21,05;22;2
18379;94046;28;;RUE;EUGENE RENAULT;3;65,11;65;2
18380;95176;19;;AV;DU GENERAL LECLERC;1;18,4;19;2
18381;95598;10;;RUE;DES ECOLES;5;109;109;2
18382;95607;139;;RUE;DE PARIS;1;32,39;33;2
18383;95607;1;;VLA;DU DAUPHINE;3;58,15;56;2
18384;01390;15;;CHE;DU LAVOIR;2;32,27;32;2
18385;01390;1143;;RUE;CLAIRES FONTAINES;2;43,23;43;2
18386;03321;16;;IMP;DU PRE DE MOLLES;5;128,8;85;1
18387;06004;15;;RUE;THURET;4;73,78;75;2
18388;06018;7;;RUE;DU PORTUGON;3;48,74;52;1
18389;06083;39;;AV;DES ACACIAS;3;60,3;64;2
18390;06083;10;;RUE;DES SOEURS MUNET;2;32,84;33;2
18391;06083;4;;RUE;MASSENA;2;51,21;55;2
18392;06088;132;;AV;DE BRANCOLAR;4;110,6;118;2
18393;06088;18;;AV;GAY;3;71,85;65;2
18394;06088;61;;AV;SAINTE MARGUERITE;3;61,06;66;2
18395;06118;366;;RTE;DE DRAGUIGNAN;4;116,49;111;2
18396;06120;5676;;;LE PLATEAU D AURON;1;26,61;29;2
18397;06157;40;;AV;FOCH;2;54,8;54;2
18398;07102;48;;ALL;VICTOR LOUIS;3;46,22;47;2
18399;07324;113;;AV;DU HUIT MAI 1945;2;17,85;52;2
18400;07324;21;;ALL;DES RESIDENCES DE CHAPOTTE;3;63,6;63;2
18401;07330;5200;;;LES MAZES DE BEAUMEL;2;28,8;28;1
18402;11170;39;;RES;LA BASTIDE;2;53,85;48;1
18403;11170;587;;RUE;DE LA HUNE;2;25,71;29;1
18404;13005;11;;RUE;MARCEAU;1;37,18;33;2
18405;13005;930;F;CHE;DU CHARREL;4;85,18;85;1
18406;13022;9101;;RES;CASSIS LE VALLAT;3;81,84;69;2
18407;13022;9001;;RES;CASSIS BELLEVUE;2;48,04;49;2
18408;13028;6;;RUE;MARIUS LIEUTAUD;1;41,13;39;2
18409;13031;85;;CHE;DU LAOUVAS;4;82,97;82;2
18410;13201;28;;RUE;ADOLPHE THIERS;2;46,81;43;2
18411;13202;20;;RUE;DE LA CATHEDRALE;1;17,2;24;2
18412;13207;19;;RUE;PETIT CHANTIER;2;38,38;39;2
18413;13209;20;;PARC;DROMEL;4;69,25;73;2
18414;13209;121;;BD;PAUL CLAUDEL;3;53,66;56;2
18415;13212;89;;RUE;ST JEAN DU DESERT;3;66,09;64;2
18416;13212;17;;BD;HAGUENEAU;3;60,74;55;2
18417;13214;28;;RUE;ST GABRIEL;2;42,29;40;2
18418;14220;45;;RUE;JEAN MERMOZ;4;85,04;90;2
18419;17274;2;;RUE;JEAN DE LA FONTAINE;3;81,33;82;2
18420;17300;3;;RUE;DUNANT;2;35,64;37;2
18421;18033;54;;RUE;BARBES;2;53,95;54;1
18422;22050;17;B;RUE;LECONTE DE L ISLE;3;60,05;61;2
18423;25157;22;;;AU FRAMBOURG;1;26,25;26;2
18424;28085;3;;RUE;DE LA RESIDENCE FLEURIE;3;60,31;61;2
18425;2A004;9001;;RES;ECRINS RUBIS LE FINOSELLO;2;44,29;46;2
18426;2A004;109;;CRS;NAPOLEON;3;68,96;72;2
18427;2A004;9028;;PARC;BELVEDERE;3;67,55;83;2
18428;2A004;6;;BD;FRED SCAMARONI;2;49,11;49;2
18429;2A004;9001;;RES;DES ILES  LE SICILE;2;67,01;62;2
18430;2A004;9001;;RES;DES ILES  LE MAJORQUE;4;82,24;86;2
18431;30062;6407;;RTE;D AIGUES VIVES;3;39,74;40;2
18432;30133;841;;RTE;DE CARNON;1;30,56;25;2
18433;30189;1;;ALL;RAOUL STEPHAN;2;53,85;53;2
18434;30189;10;;BD;ALPHONSE DAUDET;3;75,05;75;2
18435;30189;5;;RUE;CHARRIER;3;70,49;69;2
18436;30351;12;;RUE;DES POETES;4;91,79;92;1
18437;33011;20;;IMP;DE MOUTCHALETTE;4;72,18;74;1
18438;33063;1;;IMP;ELVINA SIVAN;1;25,95;24;2
18439;33063;17;;RUE;NEUVE;1;32,17;26;2
18440;33081;15;;RES;LE HAMEAU PIERRE FABRE;4;85,04;84;1
18441;33199;43;;RUE;DU DOCTEUR BEZIAN;3;68,64;70;2
18442;33249;9001;;RES;LA BACHELLERIE;4;73,05;74;2
18443;33522;41;;RUE;DU GENERAL BORDAS;1;19,96;20;2
18444;34337;147;;RUE;DU CHAPITRE;2;43,9;45;2
18445;35238;97;;RUE;DE PARIS;2;45,55;45;2
18446;35334;1;;RUE;CAMILLE SAINT SAENS;2;51,06;51;2
18447;38151;44;;RUE;PAUL LANGEVIN;3;54,06;54;2
18448;38185;110;;AV;JULES VALLES;5;99,48;85;1
18449;38384;9;;AV;DOCTEUR GUYONNET LOUIS;3;58,13;57;2
18450;38547;14;;IMP;DES ACCACIAS;3;71,3;60;1
18451;42094;46;;BD;DE LA BOISSONNETTE;4;117,51;84;1
18452;42147;8;;BD;DE LA MADELEINE;4;110,05;109;2
18453;43157;26;;RUE;DE VIENNE;5;59,87;88;2
18454;44055;1;;ALL;DE LA GUILLERAIE;2;48,15;49;2
18455;44069;29;B;FG;ST ARMEL;3;61,04;61;2
18456;44109;2;;PL;DE LA MONNAIE;4;98,29;103;2
18457;44109;114;B;RUE;DES RENARDIERES;1;28,68;28;2
18458;44135;32;;RUE;DU BOIS;1;36,71;38;2
18459;45030;7;;RUE;DU 28 NOVEMBRE;3;47,99;55;2
18460;45284;41;;AV;PIERRE MENDES FRANCE;3;66,75;67;2
18461;45286;4;;RUE;PIERRE HEUSLIN;1;18,95;19;2
18462;47157;42;;RUE;JEAN MERMOZ;4;81,1;80;1
18463;47175;1559;;;MON DESIR;2;31,73;31;2
18464;48095;23;;RUE;DU PRE VIVAL;2;39,1;41;2
18465;49007;200;;AV;PASTEUR;3;58,91;59;2
18466;49007;88;;AV;GEN PATTON;3;60,81;60;2
18467;49092;6;;RUE;DES VARENNES;2;59,71;59;2
18468;49099;6;;RUE;D OUISTREHAM;4;239,64;180;1
18469;49331;6;;RUE;GUSTAVE RICHARD;1;27,18;26;2
18470;51662;9;;RUE;DE LA FONTAINE ST GEORGES;4;82,2;85;1
18471;54184;8;;RUE;DU CHANOINE LAURENT;5;79,4;80;2
18472;54234;16;;GR;GDE RUE;2;102,5;102;2
18473;54304;101;;BD;EMILE ZOLA;3;77,19;82;2
18474;56034;9;;AV;DE L ATLANTIQUE;2;29,31;34;2
18475;56186;20;;BD;DES EMIGRES;3;38,6;38;2
18476;59009;16;B;RUE;JEAN BAPTISTE BONTE;3;115,2;67;2
18477;60057;25;;RUE;LUCIEN LAINE;1;21,58;21;2
18478;60463;5;;RUE;DU DR ROUX;2;42,67;46;2
18479;62099;16;;RUE;ROBESPIERRE;2;48,35;48;2
18480;64102;6;;RUE;DES TONNELIERS;1;46,3;30;2
18481;64445;34;;AV;DU LOUP;3;74,31;71;2
18482;66212;3;;RUE;DES OLIVIERS;3;50,76;73;1
18483;69006;27;;RUE;DU NORD;3;75,01;70;2
18484;69069;401;;RUE;DU 11 NOVEMBRE 1918;2;40,32;43;2
18485;69256;51;;AV;GEORGES ROUGE;3;63;63;2
18486;69266;52;;CRS;TOLSTOI;2;53,52;52;2
18487;69381;4;;RUE;PIZAY;3;70,65;80;2
18488;69382;67;;RUE;PDT EDOUARD HERRIOT;3;73,87;75;2
18489;69384;11;;RUE;DU CHARIOT D OR;2;44,56;40;2
18490;69389;18;;RUE;DE LA CLAIRE;3;63,24;64;2
18491;69389;16;;RUE;DE ST CYR;4;81,24;82;2
18492;69389;96;;RUE;DU BOURBONNAIS;3;63,82;64;2
18493;73296;5197;A;;IMM HOME CLUB;1;20,03;20;2
18494;74010;18;;RUE;DU BOIS GENTIL;2;46,46;45;2
18495;74056;169;;CHE;SOUS LA GRAND;2;30,89;35;2
18496;75103;14;;RUE;DE NORMANDIE;1;44,69;50;2
18497;75103;1;;RUE;DU FOIN;1;21,4;21;2
18498;75104;16;;RUE;STE CROIX BRETONNERIE;3;78,84;78;2
18499;75104;22;;RUE;DE RIVOLI;3;52,23;52;2
18500;75105;6;;BD;DE L HOPITAL;2;25,48;20;2
18501;75106;10;;RUE;SUGER;1;25,15;28;2
18502;75106;117;;RUE;NOTRE DAME DES CHAMPS;2;20,25;25;2
18503;75107;5;;RUE;AUGEREAU;1;21,72;20;2
18504;75107;11;;AV;DE SUFFREN;5;138,07;142;2
18505;75108;80;;RUE;DE MIROMESNIL;1;18,57;18;2
18506;75109;14;;RUE;SAULNIER;3;64,55;60;2
18507;75109;20;;RUE;DES MARTYRS;4;75,11;67;2
18508;75110;28;;RUE;BICHAT;4;71,91;72;2
18509;75115;13;;RUE;FRANCOIS VILLON;4;72,65;70;2
18510;75115;90;;RUE;CAMBRONNE;2;52,33;51;2
18511;75115;16;;RUE;EDMOND ROGER;2;44,55;41;2
18512;75115;4;;RUE;MARGUERITE BOUCICAUT;3;59,61;60;2
18513;75117;19;;RUE;DESCOMBES;1;21,37;19;2
18514;75117;67;;RUE;NOLLET;1;13,57;14;2
18515;75117;103;;RUE;LEMERCIER;2;33,89;33;2
18516;75118;21;;RUE;BOUCRY;2;53,06;43;2
18517;75120;58;;RUE;OLIVIER METRA;3;78,96;78;2
18518;75120;305;;RUE;DES PYRENEES;2;43,25;41;2
18519;76329;7;;RUE;DE BEAUCHENE;3;89,75;89;2
18520;77053;3;;RUE;ALBERT CAMUS;2;49,13;49;2
18521;77083;2;;ALL;DES CHARMILLES;4;83,46;84;2
18522;77108;2;;SQ;DES AULNES;4;76,98;80;2
18523;77122;66;;RUE;SOMMEVILLE;3;63,54;64;2
18524;77268;60;;RUE;DU MOULIN A VENT;2;35,52;36;2
18525;77337;2;;CRS;DU BUISSON;3;59,9;60;2
18526;77514;7;;CITE;LES CHATAIGNIERS;3;58,57;55;2
18527;78123;123;;RUE;DE LA REINE BLANCHE;3;62,59;62;2
18528;78124;36;;RUE;DU MOULIN;1;24,96;25;2
18529;78126;1;;ALL;D ANJOU;3;56,41;56;2
18530;78358;34;;RUE;DU PRIEURE;3;76,48;49;2
18531;78490;7;;AV;DE SAINT GERMAIN;2;44,28;46;2
18532;78498;1;;PASS;DE NOAILLES;3;68,86;69;2
18533;78502;1;;RUE;DE LA FONTAINE ST MARTIN;5;96,3;99;2
18534;78586;26;;PROM;MAXIME GORKI;4;69,75;70;2
18535;78621;8;;ALL;AIME CESAIRE;4;84,43;83;2
18536;78646;5;;RUE;CHAMP LAGARDE;5;111,2;115;2
18537;78650;47;;AV;DE LORRAINE;3;80,4;81;2
18538;78686;3;;RUE;CARNOT;1;15,33;17;2
18539;78688;81;;AV;DE LA GRANDE ILE;2;45,8;45;2
18540;80021;3;;RUE;CHATEAUBRIAND;4;83,92;84;2
18541;82037;10;;RUE;ERIK SATIE;2;47,35;47;2
18542;83019;67;;AV;DE LA MER;3;59,3;59;2
18543;83061;430;;AV;VICTOR HUGO;4;96,58;94;2
18544;83062;;;;L OLIVINE;2;30,98;32;2
18545;83069;29;;AV;AMBROISE THOMAS;1;25,01;27;2
18546;83070;1970;;AV;DU CAP NEGRE;2;28,78;28;2
18547;83070;9200;A;CHE;DES MARGUERITES;2;37,45;38;2
18548;83090;1;;RUE;HOCHE;2;19,77;19;2
18549;83118;71;;BD;JACQUES BAUDINO;3;70,3;70;2
18550;83144;293;;AV;DU DOCTEUR SCHWEITZER;3;54,36;58;2
18551;85018;6;B;RUE;DE LA FIGURE;4;109,85;104;2
18552;85234;9002;;AV;VALENTIN;3;56,16;56;2
18553;91200;2;;CHE;D OYSONVILLE;3;64,25;64;2
18554;91425;24;;RUE;DES BOURGUIGNONS;2;41,95;42;2
18555;91471;49;;RUE;DE LA CORNICHE;1;13;14;2
18556;91525;17;;RUE;DU PETIT CHATEAU;1;20;20;2
18557;91573;9;;RUE;VIVALDI;4;82,37;81;2
18558;91577;62;;;LES HAMEAUX DE SEINE;5;120,86;118;1
18559;92004;6;;RUE;D ALSACE;2;52,33;51;2
18560;92019;18;;RUE;GUYNEMER;1;21,11;22;2
18561;92020;41;T;AV;DE LA DIVISION LECLERC;3;49,4;65;2
18562;92023;71;;RTE;DU PAVE BLANC;4;80,47;80;2
18563;92024;7;;AV;ANATOLE FRANCE;1;42,37;42;2
18564;92025;34;;AV;GENEVIEVE BAIN;2;53,84;50;2
18565;92036;25;;RUE;LEONIE CARON;2;23,38;23;2
18566;92040;12;;ALL;DES CITEAUX;2;36,94;32;2
18567;92044;23;;AV;ANDRE MALRAUX;3;73,31;70;2
18568;92046;13;;BD;DU COL FABIEN;1;19,86;20;2
18569;92050;6;;RUE;DE LA SOURCE;3;40,36;40;2
18570;92051;5;;RUE;RIGAUD;5;125,94;130;2
18571;92051;122;;RUE;PERRONET;1;40,78;40;2
18572;92060;2;;RUE;DE FONTENAY;1;18,77;22;2
18573;92063;6;;IMP;ST SULPICE;1;83,98;18;2
18574;92071;2;;RUE;DES COUDRAIS;1;18,04;23;2
18575;93048;132;;RUE;HOCHE;5;103,15;104;2
18576;93064;104;;RUE;DU GEN LECLERC;2;39,65;39;2
18577;93066;4;;RUE;DENFERT ROCHEREAU;3;74,02;80;2
18578;93070;16;E;VLA;DE L INDUSTRIE;5;96,8;100;1
18579;93073;30;;RUE;LOUIS ESCHARD;2;49,56;49;2
18580;93077;14;;AV;OUTREBON;3;56,57;54;2
18581;94002;89;;RUE;VERON;2;31,08;31;2
18582;94016;58;;RUE;GABRIEL PERI;4;89,2;89;2
18583;94018;12;;VLA;ST PIERRE;3;56,52;63;2
18584;94033;86;;AV;DE STALINGRAD;3;62,09;63;2
18585;94041;140;;AV;JEAN JAURES;3;41,78;42;2
18586;94052;108;B;BD;DE STRASBOURG;6;86,55;86;2
18587;94068;11;;AV;DU BOIS GUIMIER;2;49,01;49;2
18588;95052;3;;RUE;LEON GODIN;1;23,05;22;2
18589;95052;1;;RUE;BASSE DE LA VALLEE;2;40,04;44;2
18590;95060;61;;GR;GRANDE RUE;2;44,93;49;2
18591;95127;42;;AV;DES GENOTTES;1;18,44;18;2
18592;95252;33;;CHS;JULES CESAR;3;56,73;56;2
18593;95426;13;;RUE;DE PARIS;3;29,3;52;2
18594;95428;94;;AV;CHARLES DE GAULLE;1;45,56;62;2
18595;95428;55;;AV;DE DOMONT;2;37;37;2
18596;95428;1;;AV;MAURICE BERTEAUX;3;69,23;71;2
18597;01004;36;;RUE;DES APOTRES;2;74,72;79;2
18598;01014;47;;RUE;DU CHANE;2;48,38;48;2
18599;01033;8;;RUE;GEORGES MARIN;3;69,66;69;2
18600;01103;711;;RUE;DES MORAINES;2;42,92;41;2
18601;01283;12;;RUE;DU MURET;1;22,2;30;2
18602;03321;4;;RES;PARC MONTFAULT;5;107,77;112;1
18603;05161;5449;;RES;LES AGNEAUX;2;47,48;61;2
18604;06004;3;;AV;DE LA LIBERATION;2;36,58;37;2
18605;06004;9;;RUE;GEORGES CLEMENCEAU;1;57,88;23;2
18606;06004;41;;CHE;TANIT;3;72,05;70;2
18607;06004;10;;AV;DOCTEUR DAUTHEVILLE;1;21,26;23;2
18608;06016;5031;;;VILLAGE;3;46,05;49;2
18609;06018;30;;PAS;DE LA BOURGADE;1;43,91;44;2
18610;06027;89;;AV;CYRILLE BESSET;3;68,2;69;2
18611;06027;2;;RUE;DES MURIERS;1;34,21;35;2
18612;06085;4;;RUE;DE LA PETITE COLLINE;2;40,01;39;2
18613;06086;8;;RUE;CARNOT;1;34,3;31;2
18614;06088;384;;AV;DE FABRON;1;24,7;24;2
18615;06088;39;;RUE;BONAPARTE;4;56,1;57;2
18616;06088;24;;RUE;DELILLE;2;49,73;52;2
18617;06088;17;;RUE;PENCHIENATTI;2;35,87;36;2
18618;06088;93;;PROM;DES ANGLAIS;3;104,93;122;2
18619;06088;93;;PROM;DES ANGLAIS;3;106;122;2
18620;06088;96;;AV;CORNICHE FLEURIE;3;66,3;65;2
18621;06088;21;;RUE;MARIE BASHKIRTSEFF;1;28,34;28;2
18622;06118;448;;BD;DU SANTON DE PRE BOUQUET;3;30,27;46;1
18623;06121;1;;AV;DE LA LIBERATION;3;63,51;62;2
18624;06123;7;;RUE;ALBERT CAMUS;3;73,76;80;2
18625;06141;5012;;;VILLAGE DE TOUDON;4;65,67;58;2
18626;06155;35;;AV;GEORGES POMPIDOU;1;41,14;40;2
18627;06155;71;;CHE;DE LA GABELLE PROLONG;2;39,66;39;2
18628;06155;15;;RUE;FRANCOIS BLANC;1;29,58;33;2
18629;07245;3;;CHE;DES PRES;4;94,19;95;1
18630;10343;9;M;RUE;DE LA COOPERATIVE;5;127,01;127;2
18631;11145;4;;RUE;DU LYS DES SABLES;2;44,81;45;2
18632;11170;136;;RUE;DU DRAKKAR;3;42,91;43;1
18633;13001;135;;RUE;EDMOND HALLEY MILLES;2;34,16;35;2
18634;13002;5080;F;CHE;LES GONAGUES;4;71,41;74;2
18635;13119;9020;;VC;LE MAIL;3;61,77;67;2
18636;13201;93;;BD;LONGCHAMP;1;21,23;36;2
18637;13201;6;;RUE;BERNEX;2;62,78;60;2
18638;13201;22;;BD;CAMILLE FLAMMARION;3;68,77;65;2
18639;13202;35;;RUE;FAUCHIER;3;55,85;54;2
18640;13203;9;;RUE;JEAN CRISTOFOL;1;21,8;22;2
18641;13204;19;;IMP;DE ROUX;2;38,3;39;2
18642;13204;4;;RUE;CHARLES DE FOUCAULD;4;73,91;80;2
18643;13204;25;;BD;D ARRAS;3;70,04;70;2
18644;13204;8;;RUE;ALEXIS CARREL;3;56,07;59;2
18645;13204;25;;BD;VELTEN;2;26,85;17;2
18646;13204;7;;RUE;PUJOL;3;22,59;56;2
18647;13204;16;;BD;PARDIGON;2;38,1;40;2
18648;13204;33;;RUE;TROIS FRERES CARASSO;4;76,2;72;2
18649;13208;1;;ALL;GOYA;5;79,37;78;2
18650;13208;122;A;RUE;LIANDIER;0;41,78;41;2
18651;13212;17;;RUE;ST JEAN DU DESERT;4;74,94;75;2
18652;13213;67;;TSSE;DES PLATRIERES;3;91,77;67;1
18653;13215;8;;BD;ROMIEU;1;28,43;29;2
18654;14220;8;;RUE;DES VILLAS;1;13,39;14;2
18655;14333;;;IMP;DU PETIT CASINO;2;30,37;30;2
18656;14366;8;;RUE;PETITE COUTURE;3;53,89;59;2
18657;14701;18;;RTE;DE VILLERS;1;26,75;6;2
18658;14754;9031;;AV;DES GABIONS;2;25,31;25;2
18659;17299;49;;RUE;LESSON;3;54,9;55;2
18660;22050;15;;PL;DU CHAMP CLOS;1;39,8;42;2
18661;24037;33;;RUE;NEUVE D ARGENSON;5;99,35;107;2
18662;29019;2;;RUE;DE POUL AR BACHET;4;61,63;62;2
18663;30189;8;;RUE;DE BEAUCAIRE;1;33;33;2
18664;30189;12;;RUE;DES PLATANES;4;66,48;66;2
18665;30249;5012;;RUE;DU MOULIN A HUILE;3;55,98;64;2
18666;33009;3;B;AV;GAMBETTA;4;59,72;70;2
18667;33009;8;;RUE;GUSTAVE HAMEAU;1;20,19;22;2
18668;33011;11;;RUE;HAUTEBELLE;4;84,04;88;1
18669;33039;1;;ALL;DU PUITS DE MARAN;3;68,56;70;2
18670;33039;14;;CHE;BEL AIR;1;22;22;2
18671;33056;22;;RUE;DU MAL LECLERC;3;68;69;2
18672;33063;1;;IMP;SOUBIRAN;1;20,34;21;2
18673;33075;25;;AV;MARYSE BASTIE;4;78,37;73;2
18674;33104;1;;AV;NORBERT GERBAUD;3;59,71;61;2
18675;33243;20;;RUE;JEAN JACQUES ROUSSEAU;2;54,34;69;1
18676;33281;18;;RUE;DE GUIRAUTON;2;31;47;2
18677;33281;13;;AV;VINCENT AURIOL;2;48,88;49;2
18678;33522;16;B;RUE;CALIXTE CAMELLE;4;83,48;84;1
18679;33544;8;;RUE;HENRI DE BOURNAZEL;3;35,13;35;2
18680;34150;29;;PROM;DE LA BELLE SCRIBOTE;1;19,2;19;2
18681;34301;13;;AV;VICTOR HUGO;4;78,17;73;2
18682;34301;1220;;BD;DE VERDUN;4;104,21;87;1
18683;34301;97;;BD;CAMILLE BLANC;2;34,88;37;2
18684;34332;172;;AV;DE LA PLAGE;3;50,77;52;2
18685;34344;7;;RUE;DU LABECH;3;51,36;55;1
18686;35241;28;;RUE;DE DINARD;2;57,43;58;2
18687;35353;14;;RUE;D HOEDIC;3;63,06;63;2
18688;38150;41;B;RUE;DES ALPES;4;71,97;73;2
18689;38151;4;;ALL;DE LA SOIE;3;62;65;2
18690;38158;8;;RUE;BARUCH SPINOZA;4;82,99;82;2
18691;38163;5286;;;MONTAGNE DU PLEYNET;1;14,28;14;2
18692;38185;22;;RUE;ALFRED DE MUSSET;2;50,83;51;2
18693;38229;3;;;LE ROUTOIR;4;88,25;87;2
18694;38567;310;;AV;DU PERE TASSE;1;24,81;30;2
18695;39411;2;;;CONDAMINE;4;81,7;82;2
18696;42005;9004;;RUE;MOLIERE;4;79,56;82;2
18697;42218;3;;RUE;PRAIRE;6;130,51;120;2
18698;42218;14;;BD;DE LA PALLE;1;38,2;38;2
18699;42316;13;;RUE;DE L INDUSTRIE;4;89,68;89;1
18700;44055;2;;AV;DE LA CONCORDE;3;77,13;75;2
18701;44109;1;;BD;ALBERT EINSTEIN;1;19,44;19;2
18702;45006;200;;ALL;DES 4 VENTS;2;37,4;38;2
18703;45082;1;;RUE;DE LA TOUCHE;4;84,17;96;1
18704;45147;1;;RUE;DE LAMBALLE;2;30,82;30;2
18705;45173;1;T;RUE;SAINT MICHEL;2;33,49;33;2
18706;47001;9006;;RUE;DU MAL LANNES;3;64,66;68;2
18707;47145;19;;AV;MASSENET;3;97,04;86;2
18708;49007;12;;PL;DE LA PAIX;4;73,45;59;2
18709;49007;21;;RUE;DES ORMEAUX;5;80,79;80;2
18710;50267;2;;PL;SAINT CLOUD;2;35,75;40;2
18711;51108;97;;RUE;MARTYRS LA RESISTANCE;1;44,32;46;2
18712;51230;54;;RUE;DE LA REPUBLIQUE;3;49,63;52;2
18713;51454;158;;AV;JEAN JAURES;3;89,84;84;2
18714;53147;26;;RUE;AMBROISE DE LORE;4;63,45;68;2
18715;54329;20;;AV;DU DEUXIEME B C P;3;96,94;92;2
18716;54395;14;;RUE;LIEUTENANT H CREPIN;5;97,94;96;2
18717;54547;2;;RUE;DE FRIBOURG;3;80;80;2
18718;56193;30;;RUE;DES SARDINIERS;3;50,7;51;1
18719;59350;9;;RUE;ALLARD DUGAUQUIER;5;84,64;84;2
18720;59360;193;;RES;FOCH;1;29,11;29;2
18721;59368;2;B;AV;VICTOR HUGO;4;35,27;84;2
18722;59368;11;;AV;LOUISE;3;74,81;73;2
18723;59368;89;;RUE;DE PARIS;1;7,55;11;2
18724;59378;3;;RUE;CHRISTOPHE COLOMB;2;44,64;44;2
18725;59410;27;;RUE;DU MARECHAL LYAUTEY;3;62,63;63;2
18726;59421;309;;RUE;LORTHIOIS;4;87,25;97;1
18727;60141;6;;AV;MARIE AMELIE;3;48,54;48;2
18728;60178;25;;RUE;DU GEN MORET;2;48,92;48;2
18729;60500;6;;AV;GEORGES BATAILLE;3;70,15;69;2
18730;62041;5;;BD;DE STRASBOURG;2;37,25;33;2
18731;62041;8;T;BD;DE LA LIBERTE;3;56,56;57;2
18732;62160;30;;RUE;MONSIGNY;2;33,7;33;2
18733;62893;44;;RUE;CARNOT;3;54,37;62;2
18734;62893;8;;RUE;DU FORT DE CROY;3;55,72;56;2
18735;64024;34;;RUE;SAINTE MARGUERITE;3;52,32;51;2
18736;64483;35;;RUE;TOURASSE;4;82,32;85;2
18737;65059;4;;IMP;DU PONT DE GERDE;3;30,36;34;2
18738;65417;3;;RUE;LEVERRE;3;71,65;73;2
18739;66136;9;;QUAI;NOBEL;4;60,24;80;2
18740;66136;6;;RUE;METEZEAU;4;90,15;93;2
18741;66136;30;;RUE;DE TAULIS;4;69,33;70;2
18742;69081;6;C;CHE;DE CALABERT;4;100,12;99;2
18743;69260;3;;PL;CHARLES DE GAULLE;4;80,98;81;2
18744;69265;348;;CHE;DES CEDRES;6;206,26;240;1
18745;69266;75;;RUE;RENE;3;78,11;78;2
18746;69266;28;;CRS;DE LA REPUBLIQUE;4;102,35;102;2
18747;69266;35;;RUE;MANSARD;2;40,73;42;2
18748;69290;7;;RTE;ST SYMPHORIEN D OZON;3;72,52;70;2
18749;69382;10;;RUE;BELLECORDIERE;4;101,84;100;2
18750;69384;13;;RUE;DUMENGE;2;69,69;75;2
18751;69384;1;A;RUE;JOSEPHIN SOULARY;2;41,83;43;2
18752;69385;3;;MTE;DU GOURGUILLON;2;36,81;38;2
18753;69385;19;;RUE;DE LA GARENNE;2;41,85;42;2
18754;69386;8;;RUE;DES EMERAUDES;4;94,31;96;2
18755;69388;2;;PL;AMBROISE COURTOIS;3;50,35;52;2
18756;70550;5;;RUE;DE FRANCHE COMTE;4;79,66;79;2
18757;70550;42;;RUE;LAFAYETTE;1;38,87;38;2
18758;71076;7;T;AV;NICEPHORE NIEPCE;3;64,59;68;2
18759;72180;10;;RUE;CHATELAINE;4;103,78;99;2
18760;72181;39;;RUE;DE BELLEVUE;3;62,36;60;2
18761;73008;31;;RUE;GEORGES 1ER;1;33,2;31;2
18762;74010;26;;AV;DE CHAMBERY;4;93,4;90;2
18763;74040;122;;RTE;DES ALLUAZ;3;62,73;62;2
18764;75105;38;;RUE;MONGE;2;45,75;45;2
18765;75105;75;;RUE;MOUFFETARD;3;49,61;56;2
18766;75105;9;;RUE;TOULLIER;1;124,03;55;2
18767;75106;1;;RUE;MADAME;7;211,15;115;2
18768;75106;95;;RUE;DE VAUGIRARD;2;177,53;66;2
18769;75106;41;;RUE;DU CHERCHE MIDI;2;37,26;32;2
18770;75107;22;B;RUE;JEAN NICOT;1;21,04;23;2
18771;75108;59;;BD;DE COURCELLES;1;32,95;33;2
18772;75108;15;;BD;DES BATIGNOLLES;5;94,41;95;2
18773;75108;30;;RUE;DE CONSTANTINOPLE;1;13,75;12;2
18774;75109;35;;RUE;DE DOUAI;3;39,08;44;2
18775;75109;50;;RUE;SAINT GEORGES;1;37,3;28;2
