Id_bien;Id_codedep_codecommune;No_voie;BTQ;Type_de_voie;Voie;Nombre_de_piece;Surface Carrez du 1er lot;Surface_local;Type_de_location
1;02408;30;;RUE;SERURIER;1;26,4;27;2
2;02722;30;;AV;DU GENERAL DE GAULLE;1;23,7;25;2
3;04079;5029;;RUE;DE LA GRANDE FONTAINE;5;119,4;116;2
4;04209;9018;;AV;JEAN JAURES;4;67,58;68;2
5;05098;5244;;;PRE LONGIS;1;30,34;31;2
6;06085;203;;AV;DES PINS L AUBAREDE;4;88,42;86;1
7;06088;93;;AV;DE RIMIEZ;6;288,59;277;1
8;06088;4;;QUAI;PAPACINO;2;38,78;39;2
9;06088;39;;PROM;DES ANGLAIS;3;84,01;83;2
10;06153;5433;;;SAINT PIERRE;1;28,95;30;2
11;06159;28;;AV;DE LA GRANDE BRETAGNE;5;106,76;125;2
12;07304;575;A;RTE;DE BARJAC;1;35,02;36;2
13;10387;33;;RUE;GEORGES SEURAT;4;82,68;82;2
14;10387;73;;AV;PASTEUR;1;22,41;25;2
15;10387;31;;AV;MAJOR GEN GEORGES VANIER;4;72,93;72;2
16;10387;40;;RUE;PAILLOT DE MONTABERT;3;100,8;112;2
17;10387;1;;RUE;TURENNE;2;63,2;63;2
18;11069;3;;RUE;AUGER GAILLARD;3;60,03;64;2
19;11206;1;;CHE;DE LA TRAMONTANE;3;54,42;54;2
20;11262;12;;CHE;ST JEAN;3;60;60;2
21;14059;20;;RUE;BUTEMPS;3;42,37;40;1
22;14333;10;;PL;DU PUITS;1;20,05;40;2
23;14366;87;;AV;GUILLAUME LE CONQUERANT;3;53,74;54;2
24;14699;8;;RUE;EMILE DUPONT;3;64,41;65;2
25;14754;4;;RUE;DES GOELANDS;3;45,48;45;1
26;22278;18;;RUE;ALFRED DE VIGNY;3;61,96;62;2
27;26057;7;;PL;DE DELAY D AGIER;3;69,14;72;2
28;26198;10;;RUE;SAINTE CROIX;1;35,07;40;2
29;26198;10;;RUE;SAINTE CROIX;3;99,95;100;2
30;26281;36;;QUAI;CHOPIN;4;155,83;150;2
31;26362;63;A;RUE;DE L ISLE;3;60,05;58;2
32;26362;1;;RUE;DE L ESPERANCE;5;109,46;110;2
33;27681;28;;RUE;ECURIES DES GARDES;2;55,35;55;2
34;28085;16;;RUE;JULES HETZEL;3;63,95;64;2
35;28088;13;;RUE;DE LA MADELEINE;3;43,57;60;2
36;28134;26;;RUE;DE LA SABLONNIERE;3;57,31;56;2
37;29151;15;;RUE;DE BREST;5;134,5;108;1
38;29233;11;;RUE;ELLE;1;27,82;34;2
39;30189;16;;RUE;MICHEL DE CUBIERES;3;81,14;84;2
40;30189;30;;RUE;DHUODA;2;35,07;34;2
41;30189;30;;RUE;DHUODA;1;19,19;18;2
42;30189;2;;RUE;CREBILLON;3;75,57;77;2
43;30189;198;;RUE;DES COLS VERTS;5;93,88;91;1
44;30189;4;;IMP;JEAN MACE;1;21,97;22;2
45;30210;4;;RTE;DE SAUVE;3;57,26;50;2
46;30263;9004;;AV;DE LA 1ERE ARMEE;5;137;146;1
47;31022;3;;IMP;CANTEGRIL;4;76,85;79;1
48;31116;6;;ALL;DU TREZEGAT;4;79,86;76;2
49;31555;48;;RUE;DU TAUR;1;18,81;18;2
50;31555;10;;CHEM;ANDRE MESSAGER;4;80;80;2
51;33039;127;;RUE;LOUIS ROCHEMOND;4;77,26;77;2
52;33063;265;;RUE;SAINTE CATHERINE;2;60,8;54;2
53;33063;30;;SEN;DES RADOUBS;3;56,18;59;2
54;33096;26;;RUE;ANDRE MALRAUX;4;84,82;81;1
55;33162;1;;RUE;M CL VAILLANT COUTURIER;3;61,25;62;1
56;33227;5004;;;LES JARDINS DE LA PALMERAI;2;44,5;43;2
57;33281;15;;AV;DE BELLE FRANCE;5;77,19;75;2
58;33318;4;;RUE;DES FRERES ROUYERE;4;98,74;98;1
59;33449;33;;AV;DE MAZEAU;3;60,99;62;2
60;33514;66;;RTE;DES LACS;4;45,28;44;2
61;33522;9001;;RES;CRESPY II;5;98,65;94;2
62;33527;13;;RUE;EDOUARD ET JACQUES BEYNEL;2;48,63;43;2
63;33529;8;;RUE;MANCILLIA;4;95,74;95;2
64;33544;21;;RUE;AUSONE;1;24,27;27;1
65;34032;52;;RUE;MICHELINE OSTERMEYER;2;38,85;39;2
66;34108;4;;RUE;FRANCIS POULENC;2;35,26;35;2
67;34157;5;;BD;PAUL VALERY;2;33,7;34;2
68;34199;2;;RUE;VENEL;3;43,5;60;2
69;34207;15;;PL;BEAUSOLEIL;4;74,05;73;1
70;34209;4;;;LE CLOS DE LA PLAGE;3;120,38;42;1
71;34301;43;;BD;CHEVALIER DE CLERVILLE;1;40,05;33;2
72;35188;37;;BD;BALZAC;2;51;52;2
73;35250;2;;RUE;CHARLIE CHAPLIN;3;65,48;65;2
74;35288;23;;AV;DES COMPTOIRS;4;94,42;94;2
75;38052;1;;LOT;LA CONDAMINE;4;107,6;87;1
76;38151;8;;AV;DE KIMBERLEY;5;99,01;102;2
77;38169;87;;AV;DU VERCORS;1;27,91;30;2
78;38185;24;;BD;GAL GALLIENI;4;65,48;65;2
79;38185;24;;RUE;ELISEE RECLUS;1;32,42;33;2
80;38229;22;;ALL;DU PRE BLANC;3;83,17;83;2
81;38421;36;;RUE;PAUL GUEYMARD;4;67,28;78;2
82;38485;59;;AV;DU VERCORS;4;63,01;64;2
83;40279;719;;RUE;GILBERT LAHILLADE;4;93,26;85;1
84;41151;7;;AV;ELTVILLE;1;23,4;23;2
85;42184;1746;;RUE;DE ST ROMAIN SABLES;5;83,3;78;2
86;42218;78;;CRS;FAURIEL;4;90,39;90;2
87;42218;40;;RUE;VIRGILE;1;55,5;28;2
88;42218;5;;RUE;FAURE BELON;3;183,3;68;2
89;43157;55;;AV;MARECHAL FOCH;2;48,59;48;2
90;44020;12;;RUE;FRANCOISE D'AMBROISE;4;89,79;90;1
91;44055;31;;AV;PIERRE LOTI;4;110,35;67;2
92;44103;23;;RUE;DU DOCTEUR ROUX;2;48,95;48;2
93;44109;2;;BD;DES PROFESSEURS SOURDILLE;4;69,57;65;2
94;44109;14;T;IMP;PHILIBERT;1;22,4;24;2
95;44109;52;;RUE;MAUVOISINS;4;63,01;60;2
96;44109;17;;BD;VINCENT GACHE;3;62,01;63;2
97;44109;8;;RUE;JULIEN VIDEMENT;1;14,61;15;2
98;44109;7;;RUE;DE STRASBOURG;1;17,1;15;2
99;44109;1;;RUE;DES CHAPELIERS;1;35,56;28;2
100;44109;23;;RUE;DES DROITS DE L HOMME;3;61,66;64;2
101;44109;14;;RUE;DES GRANITS;1;37,45;40;1
102;44109;13;;RUE;LEON JOST;1;22,65;23;2
103;44109;25;;RUE;DES RENARDS;4;77,38;80;2
104;44109;25;;RUE;DES RENARDS;3;75;71;2
105;44109;1;;AV;JOSEPHINE PENCALET;3;70,9;70;2
106;44109;2;;IMP;DES PHOTINIAS;2;47,04;47;2
107;44132;26;;AV;CHARLOTTE;1;13,8;15;2
108;44154;227;;AV;DU MARECHAL FOCH;2;44,98;45;2
109;44162;8;;BD;DU MASSACRE;3;51,75;54;2
110;44162;39;;RUE;DE LA CHICOTIERE;1;28,66;29;2
111;44190;17;;RUE;FREDERIC CHOPIN;3;47,4;49;1
112;45061;45;;RUE;DU RELAIS;4;98,41;112;2
113;45234;2;;ALL;DES MERISIERS;3;58,7;57;2
114;45286;11;;RUE;DE LA BRECHE;2;21,56;33;2
115;47001;4;;RUE;DE STRASBOURG;3;54,27;54;2
116;48095;19;;CITE;DU RANCE;4;94,66;100;2
117;49007;1;;RUE;DE BELLE BEILLE;1;19,12;18;2
118;49223;3;;RUE;ST VINCENT;3;62,35;63;2
119;50236;21;;RUE;DU DOCTEUR CALLEGARI;3;71,49;73;2
120;50502;47;;RUE;DE LA MARNE;3;37,49;45;1
121;51172;1;;RUE;PIERRE CURIE;3;73,7;73;2
122;51454;54;;RUE;BELIN;2;31,72;40;2
123;51454;2;;RUE;DE MACON;4;108,38;110;2
124;51454;1;;RUE;DU COLONEL FABIEN;3;65;65;2
125;54099;3;;RUE;DE LA LIBERTE;5;97,87;104;2
126;54395;18;;RUE;SELLIER;2;55,7;52;2
127;56010;5544;F;RUE;PASTEUR;2;37,48;38;2
128;56121;10;;RUE;L ASSEMBLEE NATIONALE;2;52,68;53;2
129;59009;2;;RUE;DE LA TOISON D'OR;4;83,41;87;2
130;59017;4;;RUE;PHILIPPE DE GIRARD;1;35,47;35;2
131;59350;4;;RUE;DES DEBRITS ST ETIENNE;2;24,35;24;2
132;59350;118;B;BD;DE LA LIBERTE;2;62,87;53;2
133;59360;9001;;RES;PIERRE CURIE;1;21,44;20;2
134;59367;40;;RUE;DU MEUNIER;2;46,03;52;2
135;59512;9001;;RES;GIVERNY BRD DE DOUAI;4;97,9;96;2
136;59512;42;;RES;CHANTILLY RUE BARB;3;65,94;66;2
137;59599;118;;RUE;DES FRANCS;3;51,02;52;2
138;60057;29;;RUE;HENRI BRISPOT;2;37,42;36;2
139;60057;10;;SQ;GODEFROY HERMANT;1;30,7;29;2
140;60057;9;;AV;DE BOURGOGNE;3;60,46;63;2
141;60141;21;;RUE;DE LA FAISANDERIE;4;103,92;107;2
142;60157;10;;RUE;HENRI BREUIL;2;43,08;43;2
143;60159;1;;RUE;SOEUR THERESE MASSIN;2;48,62;44;2
144;60175;10;B;RUE;MAURICE BERTEAUX;2;28,94;30;2
145;60395;2;B;RUE;JEAN JAURES;3;16,22;34;2
146;60439;5;;PAS;DU CLOITRE SAINT LEGER;3;33,5;50;2
147;60446;4;;RUE;CHARLES LEMAIRE;2;41,28;51;2
148;60463;14;;RUE;DU PONT ROYAL;1;19,43;25;2
149;60612;9;;RUE;DU LONG FILET;1;24,77;26;2
150;62041;62;;RUE;GRASSIN BALEDANS;1;17,72;18;2
151;69081;8;;CHE;LOUIS CHIRPAZ;4;100,3;101;2
152;69091;3;;RUE;AUGUSTE DELAUNE;3;69,05;69;2
153;69142;5;;;5 RUE DE LA BASTERO LES CE;4;79,93;78;2
154;69191;2;;RUE;DU MONT D OR;2;36,35;36;2
155;69266;76;;RUE;DES CHARMETTES;2;43,5;43;2
156;69266;33;;RUE;CLEMENT MICHUT;3;78,23;75;2
157;69286;15;;CRS;ROUGET DE LISLE;4;82,66;82;2
158;69286;43;;ALL;DE LA SCARPE;6;108,86;107;1
159;69290;20;;;DOUZIEME RUE;4;128,06;130;2
160;69381;8;;RUE;DU GARET;2;37,02;39;2
161;69382;11;;CRS;CHARLEMAGNE;5;131;131;2
162;69384;73;;QUAI;JOSEPH GILLET;2;40,5;40;2
163;69384;76;;RUE;EUGENE PONS;2;65,45;68;2
164;69385;1;;RUE;DE L ANGILE;2;58,24;56;2
165;69385;13;;RUE;DE LA BOMBARDE;1;44,45;45;2
166;69385;49;B;RUE;JOLIOT CURIE;3;82,88;82;2
167;69387;11;;RUE;LIEUTENANT COLONEL GIRARD;2;48,13;46;2
168;69389;28;;QUAI;JAYR;1;48,43;29;2
169;69389;21;;RUE;HECTOR BERLIOZ;5;110,55;110;2
170;71076;1;;RUE;SAINT GERMAIN;3;55;75;2
171;71076;66;A;RUE;DE DIJON;4;67,24;68;2
172;72084;16;;RUE;NATIONALE;3;102,4;101;1
173;72181;38;;RUE;GALILEE;4;74,64;70;2
174;72264;12;;RUE;ML DE LATTRE DE TASSIGNY;3;64,13;64;2
175;74083;171;;RTE;DU BOUCHET;4;61,89;67;2
176;74104;381;;RTE;DE TALLOIRES;3;61,92;62;2
177;74137;1149;;RTE;DU CHEF LIEU;3;59,18;60;2
178;75102;53;;RUE;MONTMARTRE;3;99,09;99;2
179;75103;5;;RUE;BLONDEL;2;36,83;37;2
180;75103;67;;RUE;NOTRE DAME DE NAZARETH;3;50,5;49;2
181;75103;68;;RUE;DES GRAVILLIERS;3;86,63;82;2
182;75103;245;;RUE;SAINT MARTIN;3;52,3;52;2
183;75103;15;;RUE;DU GRAND VENEUR;1;34,15;34;2
184;75103;89;;BD;BEAUMARCHAIS;2;36,02;38;2
185;75103;36;;RUE;DE SEVIGNE;4;93,01;100;2
186;75103;44;;RUE;BEAUBOURG;4;83,3;80;2
187;75103;34;;RUE;DE MONTMORENCY;2;34,2;36;2
188;75104;38;;RUE;DU TEMPLE;3;55,95;56;2
189;75104;4;;RUE;DE RIVOLI;3;102,09;99;2
190;75108;11;;RUE;VIGNON;1;18,14;20;2
191;75108;2;;RUE;TRONCHET;3;73,11;73;2
192;75109;15;;RUE;GODOT DE MAUROY;1;47,16;36;2
193;75109;34;;RUE;DES MARTYRS;3;100,79;96;2
194;75110;143;;BD;DE MAGENTA;2;30,41;28;2
195;75110;24;;RUE;PERDONNET;1;15,71;14;2
196;75110;142;;RUE;DU FBG SAINT DENIS;3;64,97;64;2
197;75110;10;;RUE;DE LA FIDELITE;4;93,76;95;2
198;75110;136;;RUE;DU FBG ST MARTIN;1;32,01;22;2
199;75110;53;;BD;DE LA VILLETTE;2;30,75;32;2
200;75110;230;;RUE;DU FBG ST MARTIN;1;41,68;40;2
201;75111;84;;RUE;DU FAUBOURG DU TEMPLE;2;41,83;41;2
202;75111;8;;PAS;PIVER;1;32,02;34;2
203;75111;78;;RUE;JEAN PIERRE TIMBAUD;1;10,25;9;2
204;75111;153;;RUE;AMELOT;1;17,37;17;2
205;75111;19;;RUE;DES BLUETS;3;60,85;60;2
206;75111;20;;AV;JEAN AICARD;3;65,2;65;2
207;75111;67;;BD;RICHARD LENOIR;3;74,48;74;2
208;75111;129;;RUE;DE LA ROQUETTE;2;31,33;33;2
209;75111;6;;RUE;GOBERT;7;192,1;176;2
210;75111;30;;RUE;KELLER;2;25,27;25;2
211;75111;90;;RUE;DE CHARONNE;2;40,19;39;2
212;75111;142;;RUE;DE CHARONNE;3;69,84;70;2
213;75112;31;;RUE;MONTERA;3;67,1;63;2
214;75112;12;;RUE;ROTTEMBOURG;2;37,8;35;2
215;75112;11;;RUE;DU COLONEL OUDOT;2;46,02;46;2
216;75112;8;;RUE;ERNEST LACOSTE;3;54;52;2
217;75112;27;;RUE;DES MEUNIERS;2;42,32;42;2
218;75112;6;;RUE;ELISA LEMONNIER;3;49,03;45;2
219;75112;2;;RUE;SAINTE CLAIRE DEVILLE;1;20,72;17;2
220;75112;3;;IMP;ERARD;2;50,02;50;2
221;75116;6;;RUE;DAUMIER;1;17,52;20;2
222;75116;134;;AV;DE VERSAILLES;3;68,45;69;2
223;75116;68;;AV;DE VERSAILLES;3;65,5;65;2
224;75116;178;;AV;DE VERSAILLES;1;27,8;35;2
225;75116;91;;RUE;BOILEAU;2;59,81;57;2
226;75116;73;B;BD;EXELMANS;3;71,29;73;2
227;75116;3;;RUE;TALMA;1;52,03;45;2
228;75116;7;;BD;SUCHET;3;86,96;85;2
229;75116;10;;RUE;GREUZE;1;13,1;10;2
230;75116;20;;RUE;DES SABLONS;3;63,31;62;2
231;75116;23;;BD;FLANDRIN;2;47,43;48;2
232;75117;69;;AV;DE WAGRAM;4;82,71;75;2
233;75117;3;;RUE;DU DOBROPOL;1;31;33;2
234;75117;4;;PL;DE LA PTE CHAMPERRET;1;30,56;30;2
235;75117;10;;AV;GOURGAUD;5;169,44;164;2
236;75117;22;;RUE;DE CHAZELLES;5;114,32;150;2
237;75117;118;;BD;MALESHERBES;6;191,79;186;2
238;75117;126;;RUE;CARDINET;2;23,04;26;2
239;75117;37;;RUE;BOURSAULT;4;61,07;58;2
240;75117;11;;RUE;DES APENNINS;3;39,09;37;2
241;75118;16;;RUE;ACHILLE MARTINET;2;38,42;36;2
242;75118;15;;RUE;BAUDELIQUE;2;26,06;23;2
243;75118;61;;RUE;DU MONT CENIS;4;84,04;81;2
244;75118;51;;RUE;DES TROIS FRERES;1;17,47;22;2
245;75118;11;;RUE;BOINOD;1;17,8;19;2
246;75118;13;;PAS;DUHESME;1;19,69;28;2
247;75119;14;;RUE;DE THIONVILLE;3;77,98;77;2
248;75119;85;;RUE;PETIT;1;31,12;31;2
249;75119;25;;RUE;D HAUTPOUL;2;39,08;36;2
250;75119;32;;RUE;DES SOLITAIRES;1;10,33;12;2
251;75119;85;;RUE;REBEVAL;1;17,56;18;2
252;75120;5;;RUE;FREDERICK LEMAITRE;2;53,65;52;2
253;75120;4;;RUE;DES MARONITES;1;21,59;23;2
254;75120;2;;VLA;DE L ERMITAGE;3;83,72;55;1
255;75120;9;;RUE;DE LA CR DES NOUES;2;32,53;39;2
256;75120;4;;RUE;BELGRAND;2;37,68;38;2
257;75120;212;;BD;DE CHARONNE;2;44,01;43;2
258;75120;8;;RUE;MONTE CRISTO;1;127,41;75;2
259;75120;8;;RUE;DES VIGNOLES;2;28,32;28;2
260;75120;63;;RUE;DE LA PLAINE;3;77,95;77;2
261;76108;56;;RUE;DE LA NOBLE EPINE;4;89,15;87;2
262;76108;3501;;RTE;DE NEUFCHATEL;4;121,83;121;2
263;76259;24;;RUE;JACQUES HUET;3;115,14;81;1
264;76351;13;;RUE;HELENE BOUCHER;2;45,6;46;2
265;76540;11;;RUE;ETOUPEE;1;15,65;20;2
266;76540;2;;RUE;CROIX VERTE;3;35,6;47;2
267;76743;9;;RUE;VERTE;4;62,73;64;1
268;77014;109;;AV;DE NEMOURS;3;60,93;61;2
269;77014;72;;RUE;GAMBETTA;2;56,59;56;2
270;77053;3;;RUE;MOZART;4;79,94;80;2
271;77067;45;;AV;CHARLES MONIER;1;18,58;18;2
272;77083;7;;PL;DES AUBEPINES;4;81,81;83;2
273;77152;563;;AV;DU COLONEL FABIEN;5;74,08;73;2
274;77169;13;;RUE;DES MAITRESSES GENTILLES;6;130,43;116;2
275;77258;3;;CRS;GEORGE GERSHWIN;4;69,76;71;2
276;77258;4;;ALL;DU HARAS;3;56,92;57;2
277;77285;120;;ALL;DE PLEIN CIEL;3;60,99;78;2
278;77294;8;B;RUE;DE LA REPUBLIQUE;3;54,53;55;1
279;77307;10;;ALL;DES BOSQUETS;3;66,71;66;2
280;77337;5;;ALL;GASTON BACHELARD;4;123,87;99;2
281;77337;256;;RUE;HENRI MENIER;3;49,83;46;2
282;77441;37;;QUAI;FRANKLIN ROOSEVELT;2;38,98;40;2
283;77445;1;;RUE;PIERRE LEROUX;2;48,69;48;2
284;77445;5;;RUE;CONSTANTIN BRANCUSI;5;111,09;111;1
285;77462;3;;RUE;DE LA FERME;3;70,18;73;2
286;77475;48;;;RESIDENCE DE LA MARNE;4;79,76;79;1
287;77513;1;;RUE;DE LA MAILLETTE;3;61,43;63;2
288;78015;15;;RUE;DU GEN LECLERC;3;84,97;97;1
289;78062;11;;RES;DU PARC;4;86,25;68;1
290;78073;19;;RUE;JEAN GABIN;2;45,89;46;2
291;78123;48;;RUE;DE LA BATELLERIE;4;78,85;79;2
292;78126;3;;MAIL;DE L EUROPE;3;85,93;86;2
293;78126;21;;AV;DE L ABREUVOIR;5;179,85;128;2
294;78143;60;;RUE;D ORS;3;83,69;57;1
295;78146;3;;RUE;DES ECOLES;5;104,6;104;2
296;78208;8;;RUE;DE BRUXELLES;2;43,77;43;2
297;78208;1;;RUE;DE BRUXELLES;1;18,29;18;2
298;78238;348;;;SOUS LES MURS DU PARC;2;44,8;91;2
299;78262;19;;RUE;DE LA TUILERIE;4;78,35;95;1
300;78356;11;;ALL;DU MOULIN NEUF;6;105,97;107;1
301;78372;59;;RUE;HENRI BEQUE;3;118,87;117;2
302;78383;13;;RUE;DE LORRAINE;5;81,24;84;2
303;78481;2;;RUE;JEHAN ALAIN;3;57;57;2
304;78481;2;;AV;P MARTIN LUTHER KING;5;88,6;87;2
305;78486;36;;RUE;DE CHARTRES;1;18,92;19;2
306;78490;48;;RUE;DU PETIT BOIS;4;78,8;79;2
307;78517;24;;RUE;DU GENERAL DE GAULLE;3;63,02;80;2
308;78517;1;;PL;DE L EUROPE;3;65,76;65;2
309;78551;9;;RUE;DE NOAILLES;5;132,94;140;2
310;78551;24;;BD;FRANZ LISTZ;6;145,11;152;1
311;78586;29;;RUE;LEBON;3;55,19;56;2
312;78586;102;;RUE;DE LA PAIX;4;67,17;69;2
313;78621;12;;RUE;JEAN JAURES;3;61,8;59;2
314;78642;9;;AV;DE LA FORET;2;45,9;46;2
315;78643;3;;SEN;DES NEUF ARPENTS;2;63,84;44;1
316;78646;59;;AV;DES ETATS UNIS;5;80;76;2
317;80228;77;;RUE;DE MAYOCQ;2;30,24;31;1
318;83009;164;;RUE;DE PROVENCE;3;50,51;50;2
319;83009;2;;TRA;ARISTIDE BRIAND;1;31,97;26;2
320;83016;31;;RUE;CAVAILLON;4;64,11;76;2
321;83019;254;;AV;DE LA MER;1;20,95;21;2
322;83035;9999;;;LE PLAN;5;111,66;117;1
323;83047;9107;;RUE;LOUIS AUGIAS;4;81,68;84;2
324;83069;2;T;IMP;VICTOR BASCH;2;98,88;89;2
325;83071;195;;RUE;DES ILES DU SOLEIL;2;55,33;30;2
326;83071;116;;RUE;DES MELIAS;2;35,82;35;2
327;83071;555;;RUE;HECTOR BERLIOZ;2;28,21;27;2
328;83090;182;A;ALL;DES EGLANTIERS;5;96,74;100;1
329;83098;75;;RUE;GASQUET;2;48,6;50;2
330;83112;9200;;AV;DE LATTRE DE TASSIGNY;2;32,64;32;2
331;83118;55;;RTE;DE LA CORNICHE;2;25;25;2
332;83123;80;;BD;JOSEPH AUDIFFREN;3;65,62;65;2
333;83126;497;;COR;MICHEL PACHA;1;20,71;21;2
334;83137;30;;IMP;DU MAS DES ROCHERS;2;40,22;40;2
335;83137;12;;RUE;SAINTE CHRISTINE;2;38,42;40;2
336;83137;9003;;RUE;LAMARTINE;4;68,83;69;2
337;83137;6;;PL;GUSTAVE LAMBERT;2;41,8;52;2
338;83137;6;;RUE;D AUMALE;1;25,01;28;2
339;84007;1;;RUE;DU DOCTEUR MAESTRACCI MFT;2;35,98;35;2
340;84007;2;;IMP;VERLAINE;3;58,72;59;2
341;84007;68;;BD;SIXTE ISNARD;4;77,23;77;1
342;84007;15;;IMP;POUCHELON;6;251,64;241;2
343;84007;19;;AV;MONTPLAISIR;2;48,09;49;2
344;84035;155;;RES;LA CLEDE;4;67,61;65;2
345;84043;26;;ALL;DES EGLANTINES;2;38,39;40;2
346;84092;65;;AV;FRANCOIS LASCOUR;3;56,1;65;2
347;85146;2;;RUE;DE LA JUIVERIE;1;29,55;30;2
348;85194;4;;RUE;DE L'AMIRAL VAUGIRAUD;4;114,02;113;2
349;85222;9002;;RES;ROCHEBONNE;1;18,88;19;2
350;85226;67;;AV;L. REGNIER DE LA PLANCHE;2;26,41;31;1
351;87085;21;;PL;JOURDAN;4;110,41;111;2
352;88160;1;;PL;JEANNE D ARC;3;70,43;71;2
353;88424;26;;RUE;DU HAUT DE CHAUMONT;6;124,8;124;2
354;91017;10;;RUE;DE L EGLISE;3;64,05;64;2
355;91021;10;;RUE;GUINCHARD;3;55;55;2
356;91027;5;;ALL;BERLIOZ;4;63,33;63;2
357;91103;5;;RUE;DES ECOLES;3;63,98;72;2
358;91161;14;;RUE;DE LA MONTAGNE;1;23,62;23;2
359;91174;39;;AV;DARBLAY;3;54,25;63;2
360;91174;42;;RUE;JEAN-JACQUES ROUSSEAU;2;28,9;40;2
361;91174;1;;RUE;DE LA POTERIE;1;31,39;26;2
362;91179;7;;AV;GABRIELLE D'ESTREES;6;155,15;129;2
363;91226;4;;RUE;DE LA ROCHE BENOTTE;1;20,05;20;2
364;91228;5;;SQ;CAMILLE LANGEVIN;4;81,2;81;2
365;91272;12;;RES;GRANDES COUDRAIES;4;78,13;76;2
366;91286;11;;CHE;DU PLESSIS;3;67,7;68;2
367;91339;48;;CHE;DE LA GOUTTIERE;4;95,1;90;1
368;91376;22;;RUE;DU PUITS SUCRE;4;49,6;63;1
369;91434;2;;RUE;ANDRE MALRAUX;3;62,43;63;2
370;91471;51;;RUE;FRANCOIS LEROUX;1;43,85;43;2
371;91471;51;;RUE;FRANCOIS LEROUX;1;43,07;43;2
372;91477;51;;RUE;GALLIENI;1;13,1;13;2
373;91477;2;;RUE;LOUISE BRUNEAU;4;69,65;68;2
374;91477;4;;RUE;PIERRE DE COUBERTIN;5;96,06;98;2
375;91477;9001;;PARC;D ARDENAY;3;55,69;56;2
376;91477;27;;RUE;LEON BOURGEOIS;5;91,29;94;2
377;91477;30;;IMP;DE LA CERISAIE;5;84,87;87;2
378;91552;9;;;PARC DE CHANTELOUP;4;59;60;2
379;91645;10;;RES;CLOS DE VERRIERES;3;63,65;64;2
380;92014;36;T;AV;DU GENERAL LECLERC;3;58,12;60;2
381;92023;124;B;AV;JEAN JAURES;3;51,69;49;2
382;92024;8;;RUE;DES CAILLOUX;4;85,79;86;2
383;92024;46;;RUE;MORICE;2;39,22;37;2
384;92026;9;;RUE;DE LA MUTUALITE;1;25,22;28;2
385;92044;43;;PL;GEORGES POMPIDOU;2;47,08;47;2
386;92044;83;;RUE;RIVAY;2;38,5;42;2
387;92044;58;;RUE;ARISTIDE BRIAND;3;85,8;84;2
388;92044;3;;RUE;CARNOT;4;76,01;76;2
389;92049;3;;RUE;LOUIS ROLLAND;2;43,64;43;2
390;92051;31;;RUE;DE LA FERME;3;103,64;100;2
391;92051;110;;AV;ACHILLE PERETTI;3;107,6;107;2
392;92063;8;;RUE;JEAN LE COZ;2;23,13;20;2
393;92063;42;;RUE;DU CHATEAU;3;57,88;57;2
394;93001;76;;RUE;DE LA COURNEUVE;5;95,2;95;2
395;93001;52;;RUE;DE LA MOTTE;5;86,97;88;2
396;93001;109;;AV;VICTOR HUGO;3;57,26;58;2
397;93032;15;;AV;JOFFRE;2;36,19;36;2
398;93032;19;;RUE;DU DIX HUIT JUIN;4;67;68;2
399;93039;12;;RUE;VANDANA SHIVA;3;69,25;69;2
400;93047;9001;;RES;VICTOR HUGO;2;33,85;36;2
401;93048;101;;RUE;JEAN LOLIVE;4;63,5;62;2
402;93048;18;;RUE;DE VINCENNES;4;85,36;86;2
403;93048;46;;RUE;DU PLATEAU;4;75,69;76;2
404;93051;152;;AV;EMILE COSSONNEAU;4;62,39;62;2
405;93059;183;;AV;ELISEE RECLUS;2;26,74;22;2
406;93066;4;;RUE;DENFERT ROCHEREAU;2;38,17;38;2
407;93066;18;;AV;DE LA METALLURGIE;4;79,7;79;2
408;93070;13;;RUE;VOLTAIRE;1;31,01;32;2
409;93070;10;;AV;GABRIEL PERI;2;44,24;40;2
410;93070;21;;RUE;AMBROISE CROIZAT;3;84,55;82;2
411;94002;1;;RUE;DE ROME;5;95,52;94;2
412;94002;17;;RUE;CHARLES DE GAULLE;2;36;35;2
413;94002;16;;RUE;DE L UNION;1;21,54;21;2
414;94002;25;;PL;SALVADOR ALLENDE;3;70;70;2
415;94002;47;;RUE;DES CAMELIAS;3;53,88;56;2
416;94004;7;;PL;DE LA PLATANERAIE;4;78,35;77;2
417;94016;31;;AV;DE LA DIVISION LECLERC;2;44,31;38;2
418;94017;90;;RUE;DE PLESSIS TREVISE;3;67,38;66;2
419;94022;12;;RUE;VICTOR JEROME;3;55,78;52;2
420;94022;14;;RUE;DOCTEUR ROUX;1;16,04;15;2
421;94033;21;;RUE;DU CDT JEAN DUHAIL;2;52,68;42;2
422;94033;21;;AV;DE STALINGRAD;2;26,61;46;2
423;94034;2;;SEN;NOUE DU TEMPS DES CERISES;3;66,13;66;2
424;94034;14;;ALL;GEORGES BRAQUE;4;61,04;74;2
425;94038;96;;RUE;DE CHEVILLY;4;66,22;66;2
426;94038;2;;AV;DU GEN DE GAULLE;2;45,79;53;2
427;94041;7;;PROM;VENISE GOSNAT;3;80,94;81;2
428;94041;32;;RUE;GABRIEL PERI;2;127,7;111;2
429;94042;47;;AV;PRESIDENT WILSON;3;60,72;60;2
430;94043;3;;RUE;QUATORZE JUILLET;3;54,1;52;2
